POS	CRC01-P24NNS14	CRC01-P24NNS4	CRC01-P24NNS8	CRC01-P24NS13	CRC01-P24NS14	CRC01-P24NS16	CRC01-P24NS17	CRC01-P24NS18	CRC01-P24NS19	CRC01-P24NS1	CRC01-P24NS3	CRC01-P24NS5	CRC01-P39TNS3	CRC01-P39TS11	CRC01-P39TS13	CRC01-P39TS15	CRC01-P39TS4	CRC01-P39TS8	CRC01-P39TS9	CRC01.P42.TS.17	CRC01.P42.TS.2	CRC01.P42.TS.3	CRC01-P59NNS11	CRC01-P59NNS15	CRC01-P59NNS16	CRC01-P59NNS18	CRC01-P59NNS1	CRC01-P59NNS5	CRC01-P59NNS9	CRC01-P59NS10	CRC01-P59NS11	CRC01-P59NS18	CRC01-P59NS7	CRC01-P87NNS15	CRC01-P87NNS17	CRC01-P87NNS5	CRC01-P87NNS9	CRC01-P87NS10	CRC01-P87NS12	CRC01-P87NS15	CRC01-P87NS9	CRC01-P92NNS18	CRC1_P24_Lgr5_14	CRC1_P24_Lgr5_19	CRC1_P87_Lgr5_12	CRC1_P87_Lgr5_20
10671	23	81	71	90	17	31	56	102	10	75	20	69	750	446	932	491	177	365	1086	433	374	609	216	73	32	47	124	82	80	7	12	261	139	397	50	278	16	128	101	161	540	245	220	356	722	878
10672	40	82	80	94	19	31	58	122	10	78	20	81	760	450	937	492	178	363	1060	641	650	819	225	75	32	47	128	84	81	8	12	273	145	398	50	280	16	129	125	161	542	251	225	432	731	940
10673	40	83	81	94	20	30	58	123	10	80	20	82	760	448	940	489	177	368	1103	642	652	823	225	76	32	46	128	83	82	8	12	274	146	394	49	274	17	129	123	161	546	254	225	434	732	939
10674	40	81	80	94	20	31	57	124	10	80	19	83	761	457	941	492	179	364	1096	648	653	826	226	76	31	47	129	84	82	8	12	267	146	392	50	277	17	129	122	163	544	254	224	434	733	943
10675	40	82	80	94	19	31	57	122	10	80	20	83	765	460	939	492	181	365	1102	642	648	827	225	77	31	47	126	84	83	9	12	271	145	393	49	275	17	129	123	162	546	253	227	432	727	941
10676	30	83	68	86	17	31	52	100	10	76	19	73	755	451	910	487	175	363	1072	445	418	642	220	75	32	47	126	85	82	9	12	263	137	389	49	271	15	123	97	159	537	246	222	347	701	862
10677	22	81	69	90	16	31	55	104	10	75	21	69	754	451	915	483	177	362	1077	425	374	612	217	76	33	46	130	83	84	10	12	263	144	389	47	275	17	127	100	163	542	255	222	349	713	879
10678	39	83	82	94	20	33	56	120	10	81	22	84	758	456	941	490	177	360	1110	645	649	822	224	77	33	47	132	83	83	10	12	275	145	396	50	278	18	129	120	164	546	257	229	429	723	933
10679	40	83	82	92	20	31	56	117	10	79	22	83	749	447	929	482	176	355	1073	642	637	812	220	76	32	47	131	81	82	9	12	267	143	389	51	275	18	131	118	164	541	253	227	421	716	927
10680	40	82	82	93	20	31	57	124	10	82	23	84	758	456	933	499	176	365	1102	646	653	827	224	78	32	48	132	84	84	10	12	267	146	389	51	280	18	131	119	165	549	258	228	430	721	931
10681	40	82	83	92	20	30	57	122	10	83	23	83	758	451	930	499	176	365	1105	644	651	824	226	77	32	48	134	83	82	10	12	267	148	392	50	281	18	132	118	165	548	259	227	429	725	930
10682	40	83	84	92	20	32	58	123	10	83	23	84	756	449	926	500	177	360	1097	647	658	836	227	80	32	48	132	84	81	10	11	268	146	393	51	280	18	129	120	166	548	262	226	425	724	923
10683	40	83	84	92	20	31	58	123	10	83	23	83	758	450	931	499	176	362	1105	646	652	830	227	81	30	47	131	84	82	10	11	266	146	394	51	277	18	131	120	164	545	262	224	430	722	928
10684	31	79	74	85	19	31	55	109	10	75	22	72	750	448	920	487	175	357	1080	465	436	642	222	78	29	46	130	83	82	10	11	250	144	389	51	272	18	127	96	163	530	259	219	348	705	852
10685	22	82	71	87	17	30	56	106	10	77	22	72	747	448	916	490	173	357	1072	421	362	601	225	81	31	45	129	83	78	11	11	258	144	390	48	269	18	126	92	162	546	256	217	346	714	871
10686	40	82	83	93	20	30	57	124	10	81	23	81	743	451	929	492	175	363	1094	641	647	828	221	81	32	46	132	84	82	11	10	265	146	393	50	269	19	127	116	166	546	266	224	430	713	921
10687	39	81	80	94	20	31	57	126	10	82	23	82	746	455	928	487	176	364	1102	651	656	831	222	83	32	43	133	82	82	11	11	265	149	392	50	273	18	126	118	166	550	268	223	426	714	921
10688	40	82	80	93	20	28	59	129	10	82	22	81	739	455	924	483	177	363	1101	648	650	830	225	83	32	42	134	83	82	11	12	265	150	395	49	275	18	125	116	166	542	269	225	426	706	912
10689	40	80	81	92	20	28	59	125	10	83	22	81	735	455	921	483	176	364	1095	645	650	834	224	82	32	43	133	82	82	12	11	261	150	391	50	271	18	125	117	162	542	267	223	426	704	908
10690	41	79	81	91	19	27	58	126	10	81	22	81	733	457	927	486	174	364	1091	645	640	833	225	80	30	43	133	82	81	12	12	264	148	392	51	271	17	124	116	163	539	272	222	425	700	906
10691	41	81	80	92	19	27	58	126	10	82	21	80	735	453	919	484	175	363	1110	639	646	830	223	80	29	43	132	81	82	13	11	268	148	391	52	266	18	122	117	160	537	270	221	421	693	899
10692	41	80	81	90	20	28	60	127	10	80	23	82	732	455	914	488	176	362	1107	646	647	836	220	81	30	44	131	81	83	13	12	265	148	393	52	267	18	125	118	161	537	266	222	426	693	898
10693	41	79	81	91	21	27	56	126	10	79	22	82	737	455	916	485	177	360	1102	650	647	834	220	80	29	43	132	81	83	13	12	264	147	394	51	264	17	125	116	159	536	267	222	429	699	898
10694	41	79	82	89	22	27	58	124	10	79	22	81	729	452	904	488	174	357	1083	641	640	826	217	81	28	43	131	81	82	13	12	259	146	391	50	266	17	125	118	157	532	269	222	430	695	891
10695	41	81	81	90	21	27	56	123	10	78	23	81	726	451	913	486	172	359	1096	651	642	827	219	80	28	43	129	81	80	12	12	262	145	390	51	265	16	124	116	157	536	267	222	431	692	881
10696	42	81	80	87	22	28	55	121	10	80	23	80	726	463	912	490	175	361	1103	650	640	834	219	82	28	43	129	80	81	13	12	258	146	393	50	267	17	123	115	154	538	268	220	430	685	877
10697	40	80	82	90	23	28	57	121	10	81	23	82	725	462	914	490	174	358	1074	648	645	830	219	82	29	43	129	81	82	13	11	259	145	392	50	269	17	125	117	153	533	266	219	429	690	870
10698	40	82	83	88	21	27	55	124	10	80	23	82	725	463	912	480	166	360	1078	652	646	825	218	81	29	43	127	81	81	12	11	258	147	393	51	268	17	125	115	158	535	273	218	429	690	872
10699	39	79	83	88	23	28	55	124	10	81	23	83	721	472	923	488	168	357	1073	656	644	831	215	82	29	44	127	81	82	13	12	260	149	392	51	268	17	124	118	155	541	276	218	434	692	869
10700	40	79	81	89	23	28	56	124	9	81	23	82	712	472	926	487	164	354	1058	652	644	830	215	85	28	44	123	81	83	13	12	256	147	388	51	265	15	121	117	154	527	274	217	429	685	861
10701	40	80	83	88	23	26	53	123	9	80	23	80	711	475	926	487	166	359	1067	646	646	831	214	85	27	44	125	81	82	13	11	257	147	389	51	262	15	123	115	152	528	273	214	432	685	859
10702	40	78	84	89	24	24	54	124	9	82	23	79	718	469	929	494	167	359	1085	654	661	834	215	84	27	44	122	80	81	15	12	253	149	390	50	264	15	119	117	155	537	273	214	436	687	859
10703	38	79	79	87	22	27	48	124	9	79	23	80	700	465	918	493	165	351	1046	629	637	826	210	85	27	43	120	78	77	15	12	246	152	383	50	254	16	116	113	150	514	267	209	430	680	852
10704	40	76	84	89	24	25	53	125	10	79	22	81	707	467	949	500	170	362	1077	651	649	838	210	85	27	44	125	79	80	15	12	250	153	391	51	266	16	122	117	152	528	274	213	438	681	851
10705	40	80	81	88	24	26	54	125	10	80	22	79	704	466	942	495	167	356	1068	653	652	834	211	83	27	44	125	79	81	15	11	250	154	388	50	259	17	121	114	150	529	267	213	433	676	848
10706	41	81	82	86	24	26	52	126	10	80	23	79	703	467	940	498	171	358	1078	648	659	842	211	83	27	44	123	79	81	15	12	252	155	388	49	259	17	121	111	152	531	270	214	433	669	844
10707	41	78	81	87	24	25	53	125	9	80	23	79	693	461	941	503	170	360	1079	652	652	839	211	83	27	43	124	79	81	14	12	248	154	387	47	257	17	118	112	149	531	276	215	431	673	847
10708	41	79	82	84	25	26	51	125	9	79	22	80	707	466	951	502	172	363	1082	649	663	844	211	84	25	44	124	79	83	14	12	250	154	385	47	261	17	119	111	152	530	278	212	431	667	838
10709	40	78	79	84	25	28	53	124	10	80	23	78	703	459	948	504	169	359	1075	647	661	844	210	84	26	44	123	79	83	14	12	248	155	383	45	271	17	119	110	152	524	278	211	429	661	838
10710	40	77	78	83	25	26	50	122	10	76	20	74	695	456	934	493	164	363	1059	637	656	843	209	82	25	43	121	77	82	14	11	246	153	381	45	272	17	116	110	150	519	270	210	429	655	818
10711	39	78	78	83	25	24	52	122	10	77	23	75	692	454	931	502	165	363	1013	642	658	836	205	81	26	43	123	79	82	14	11	245	156	379	46	273	17	112	109	148	522	270	207	428	655	822
10712	41	79	77	84	25	23	51	123	10	79	23	77	683	458	929	508	167	362	991	647	654	842	209	81	26	45	125	79	84	14	11	248	157	384	47	272	17	111	107	149	534	272	211	424	652	814
10713	39	80	76	83	24	24	53	123	10	79	22	77	702	458	928	509	168	362	992	646	667	849	209	82	27	45	123	78	86	14	11	249	156	382	47	272	17	113	109	148	540	270	211	424	652	812
10714	40	80	77	84	24	24	52	124	9	78	21	78	699	462	935	519	170	373	1002	646	663	845	209	83	26	45	122	78	87	14	11	248	157	381	46	353	17	112	110	149	708	272	209	421	643	809
10715	39	78	76	83	25	22	49	123	9	79	20	80	693	464	934	518	170	370	1004	645	658	839	208	82	26	44	121	78	85	14	11	243	158	380	45	350	18	112	112	147	712	266	207	423	641	808
10716	39	77	75	82	25	24	50	122	9	78	21	80	694	464	935	523	164	370	969	641	659	833	210	84	27	43	118	77	84	14	10	245	157	383	45	352	18	110	112	147	714	269	204	423	644	797
10717	40	76	74	80	24	23	51	122	9	76	20	81	690	457	929	520	165	369	947	638	652	830	208	80	27	43	117	76	86	13	10	238	150	375	43	349	18	111	110	145	697	271	205	417	631	776
10718	40	79	75	79	24	23	51	124	9	78	21	81	689	459	932	523	164	373	952	640	661	828	202	82	27	44	116	77	84	14	11	238	154	379	43	350	18	109	108	147	707	271	203	421	635	794
10719	40	76	76	81	25	24	52	122	9	77	21	79	685	458	931	521	163	366	941	642	657	828	207	80	26	44	114	76	83	14	11	244	152	377	42	349	18	107	110	142	700	271	200	418	631	785
10720	40	75	73	79	23	22	53	123	9	78	19	81	678	458	929	523	162	371	965	641	644	816	199	81	25	44	114	73	84	14	11	231	155	380	43	348	15	104	111	141	699	267	201	415	632	788
10721	39	75	74	81	25	23	55	121	10	77	21	81	684	461	944	522	162	375	966	648	659	829	204	83	26	45	115	74	84	14	11	240	156	381	45	353	18	109	112	143	672	278	199	421	630	784
10722	36	76	73	77	25	22	56	118	9	76	18	80	678	466	946	521	167	408	943	641	661	831	201	80	26	46	113	73	82	13	11	240	152	377	44	347	18	111	111	144	665	276	201	414	626	776
10723	37	75	71	82	25	22	55	122	10	77	19	78	696	468	978	525	169	408	970	649	655	826	200	84	25	48	116	75	85	14	11	238	158	378	46	353	18	111	110	145	665	275	200	415	627	774
10724	36	74	72	78	24	22	56	121	10	76	20	75	688	468	976	528	174	415	983	640	658	815	197	84	25	50	117	76	86	13	11	237	155	381	44	351	19	109	111	146	674	277	195	413	621	774
10725	36	72	73	79	23	22	57	123	10	77	19	76	691	472	994	530	174	409	981	644	661	817	199	87	24	50	116	77	84	14	10	237	157	382	44	357	19	111	109	146	676	272	198	412	624	770
10726	36	73	70	79	24	22	56	123	10	76	21	78	698	476	998	535	179	415	988	640	663	825	199	88	26	51	117	75	86	14	9	234	159	387	47	358	21	112	113	147	644	279	195	411	620	761
10727	37	73	71	82	24	22	56	124	10	77	22	78	699	480	1010	538	179	421	992	644	668	831	198	86	27	52	118	76	87	14	9	233	162	380	46	357	21	115	112	149	643	285	195	409	622	774
10728	35	75	72	82	25	23	55	123	10	76	22	78	712	486	1012	543	177	420	1014	644	667	828	198	89	27	52	120	77	86	13	10	233	157	385	48	357	21	115	112	148	638	284	198	406	618	768
10729	35	75	70	83	24	23	56	124	10	76	21	78	711	484	1032	550	184	428	999	651	674	832	201	90	28	52	119	76	85	13	10	231	163	388	49	364	20	115	114	149	650	283	198	407	625	771
10730	36	75	69	81	24	24	58	124	9	75	21	78	712	477	1028	547	183	420	1004	652	673	835	202	89	28	52	119	75	86	15	10	230	160	388	49	362	21	114	112	153	648	281	193	404	623	763
10731	35	75	70	82	23	22	58	123	10	73	21	80	708	470	1019	552	183	422	988	650	676	825	200	89	26	52	117	74	86	16	10	230	161	389	48	362	22	114	110	150	651	284	190	403	616	752
10732	35	76	70	82	21	23	58	125	10	74	21	80	715	471	1025	553	182	419	1013	651	680	821	203	89	27	53	118	75	87	16	10	231	161	390	48	360	22	113	113	153	651	282	191	400	618	747
10733	34	75	70	81	21	22	57	124	10	74	21	78	704	470	1016	546	180	413	1006	651	675	811	200	89	27	52	117	75	85	16	9	226	160	388	47	357	22	114	113	151	644	283	190	399	614	745
10734	35	76	71	81	21	23	58	125	10	73	20	80	704	469	1015	548	181	422	1011	644	676	821	202	91	27	52	117	75	87	16	11	226	161	388	48	357	22	113	114	149	646	281	189	399	610	745
10735	37	76	70	81	22	23	62	123	10	76	22	79	760	490	1076	585	188	440	1085	667	685	843	206	92	27	52	120	75	90	16	12	222	164	406	48	369	23	116	120	153	679	284	193	407	632	777
10736	25	130	64	131	31	42	91	141	19	104	25	118	1500	836	1608	826	288	716	1526	455	452	694	317	127	40	86	202	113	164	21	15	247	235	570	85	491	36	197	201	245	916	391	286	482	877	924
10737	54	141	126	159	40	51	105	204	19	133	40	133	1705	977	1784	917	342	811	1702	640	589	889	370	161	50	105	229	125	184	25	20	256	267	664	101	549	43	227	251	293	1013	425	333	525	935	1025
10738	72	155	139	167	41	56	111	227	21	136	41	146	1791	990	1845	951	348	852	1752	914	914	1099	392	166	48	105	250	131	190	25	20	268	270	670	103	563	42	240	272	307	1055	440	337	611	943	1069
10739	73	159	138	168	41	56	107	225	23	135	41	148	1809	998	1847	954	345	854	1758	919	915	1100	394	165	49	106	252	129	189	26	20	268	268	671	100	562	43	239	273	302	1049	448	336	613	943	1068
10740	72	155	137	168	41	54	110	225	23	134	42	147	1798	996	1840	948	344	854	1736	915	916	1101	386	161	49	106	246	126	193	25	20	263	269	667	102	560	41	236	272	300	1045	445	337	609	934	1057
10741	72	156	137	169	42	55	111	223	23	138	42	144	1812	1000	1850	960	346	858	1743	910	913	1102	392	166	49	106	247	128	192	26	20	260	271	595	103	555	42	237	274	299	1045	448	335	609	936	1059
10742	71	151	132	166	41	53	108	219	23	134	43	145	1759	973	1813	933	344	834	1696	907	893	1083	381	165	47	102	242	125	186	25	20	257	262	583	101	553	41	238	272	299	1030	437	332	603	925	1046
10743	71	148	134	162	41	53	107	220	23	134	43	145	1753	982	1828	941	343	849	1722	908	900	1084	379	164	47	104	246	121	188	26	19	257	265	580	103	549	41	235	269	301	1034	437	331	606	921	1033
10744	71	153	132	163	41	54	108	222	23	135	42	141	1743	974	1816	934	342	843	1724	907	895	1087	381	161	48	104	241	122	186	25	20	256	265	576	101	544	42	237	272	301	1023	432	328	601	919	1025
10745	71	153	139	159	39	52	106	223	22	135	43	144	1777	979	1831	943	348	853	1727	917	902	1093	380	164	48	107	245	123	189	26	20	255	265	575	102	551	41	235	278	301	1029	448	330	603	925	1040
10746	73	152	135	156	41	53	106	218	22	132	37	139	1784	978	1840	929	343	843	1741	914	902	1092	379	160	48	104	245	124	189	24	19	255	268	575	100	545	41	233	272	300	1027	442	324	602	929	1033
10747	72	153	135	158	40	54	105	222	23	136	40	141	1777	984	1840	909	343	852	1737	922	900	1095	383	165	47	105	240	123	190	26	19	258	268	574	101	548	41	234	270	300	1023	449	326	608	926	1031
10748	71	150	137	158	41	53	107	216	23	133	38	140	1749	966	1817	896	342	838	1697	909	896	1075	374	163	47	106	241	120	186	26	20	254	265	569	100	538	40	232	268	296	1008	444	324	598	919	1014
10749	67	138	131	152	40	56	101	209	23	130	35	137	1672	930	1767	878	330	817	1627	893	874	1062	361	154	45	98	236	118	181	24	19	248	248	554	98	528	39	224	260	289	983	427	319	581	898	991
10750	68	141	131	153	38	55	101	211	22	131	34	138	1669	934	1768	873	326	810	1616	908	876	1067	365	156	46	99	223	120	175	25	20	247	250	556	101	518	39	227	260	283	983	436	318	588	877	975
10751	70	149	131	160	41	54	106	215	23	133	37	141	1775	977	1815	890	334	848	1691	921	906	1087	372	163	46	106	241	120	184	25	21	251	262	565	100	536	40	234	271	298	1004	448	322	590	909	1012
10752	70	145	131	158	40	57	106	215	21	131	38	139	1766	983	1813	898	333	844	1694	916	907	1095	366	159	46	101	241	117	186	26	22	252	257	570	100	535	41	226	264	295	1001	444	321	591	908	1001
10753	68	147	125	153	41	58	103	213	23	132	35	141	1723	973	1797	889	337	829	1661	906	890	1087	372	160	45	102	240	114	183	26	22	253	260	573	100	530	41	231	258	295	993	441	320	591	907	1000
10754	67	144	132	154	41	55	105	214	22	130	38	137	1712	951	1798	873	327	824	1644	886	899	1068	367	154	43	98	235	116	179	25	22	247	255	564	96	529	41	230	250	282	993	433	315	584	895	992
10755	69	146	132	155	41	57	108	216	22	130	35	142	1780	984	1827	897	331	854	1709	901	912	1080	373	161	44	105	243	115	184	25	22	252	260	566	99	534	41	231	263	295	1006	446	313	587	899	992
10756	69	150	133	157	41	57	109	218	22	132	36	142	1768	976	1828	902	331	842	1708	912	910	1087	371	165	43	100	242	116	183	26	21	252	262	566	99	535	41	232	266	295	997	449	311	585	898	994
10757	73	148	138	164	42	57	112	220	20	136	41	144	1814	1025	1914	903	329	896	1744	923	939	1124	366	173	44	104	243	122	184	27	23	406	270	564	97	530	42	231	264	293	1006	456	315	583	896	982
10758	72	148	135	170	42	58	109	217	20	134	37	151	1827	1025	1910	891	323	889	1766	925	936	1117	364	170	44	104	244	124	184	26	23	414	271	566	96	532	43	232	260	293	1003	448	314	584	901	988
10759	72	147	137	169	42	60	108	220	22	135	38	149	1794	1009	1901	893	324	880	1753	902	929	1116	363	175	43	101	237	121	181	26	22	410	267	565	96	532	43	229	260	290	992	443	312	576	900	973
10760	75	141	135	158	42	56	103	217	22	131	41	144	1715	965	1846	882	319	845	1681	892	908	1093	349	170	43	96	224	113	176	25	20	389	259	553	94	522	39	230	250	283	958	440	309	564	871	957
10761	74	149	135	168	41	58	110	216	22	137	40	148	1786	1007	1889	909	328	862	1757	901	916	1106	362	174	43	100	236	118	178	26	22	415	266	562	99	527	41	231	255	287	996	459	312	578	894	969
10762	75	138	135	166	42	55	103	216	21	135	40	148	1771	996	1871	894	329	864	1737	897	924	1107	362	173	44	101	236	117	178	25	22	405	269	558	98	524	41	223	247	283	993	448	307	573	889	957
10763	72	144	131	166	40	58	108	217	20	133	42	151	1783	999	1879	884	324	862	1730	902	925	1101	353	165	40	101	233	115	176	26	22	402	269	558	96	519	41	225	244	283	991	452	304	571	887	943
10764	73	146	137	166	42	57	106	218	22	137	41	150	1783	1005	1896	902	330	868	1752	898	929	1106	365	173	42	100	233	118	175	26	23	409	271	557	98	531	41	224	254	284	993	454	303	576	893	958
10765	73	147	135	167	41	57	107	217	21	137	41	151	1808	1011	1906	892	328	867	1740	892	924	1098	364	174	42	98	239	119	177	26	23	417	273	555	97	528	41	222	260	284	992	458	303	572	887	947
10766	74	146	136	168	42	57	107	217	21	132	40	150	1793	1007	1891	899	327	859	1731	887	928	1091	358	173	41	99	235	118	175	25	23	410	271	560	93	523	41	224	257	285	995	454	300	566	885	941
10767	74	147	137	167	41	57	107	216	21	134	42	151	1764	1009	1888	899	326	865	1723	887	914	1094	356	170	41	97	235	119	178	25	22	408	268	551	96	517	40	223	257	281	984	450	299	563	880	944
10768	74	138	136	165	42	57	105	212	21	131	42	150	1770	1009	1871	894	323	862	1723	885	916	1088	354	168	41	96	234	118	177	25	22	402	266	548	95	517	40	224	256	276	976	448	295	565	876	941
10769	74	140	138	168	41	58	106	213	19	135	41	153	1790	1020	1897	894	319	863	1747	891	914	1089	357	165	42	97	232	117	177	25	22	407	273	548	95	521	39	223	257	279	978	451	294	565	870	937
10770	74	140	137	166	40	55	106	213	20	133	41	149	1770	1008	1885	892	328	858	1732	889	918	1094	355	172	42	95	234	117	178	25	22	410	271	544	94	520	41	225	251	278	976	456	294	565	877	928
10771	72	136	131	164	39	55	101	213	20	132	42	150	1757	1004	1871	878	319	849	1705	873	910	1082	350	168	41	95	232	113	173	26	21	399	267	544	95	511	40	220	252	279	964	452	290	565	862	917
10772	70	126	128	151	38	56	102	199	20	130	37	141	1650	961	1780	859	317	812	1636	852	872	1054	340	167	39	91	219	109	163	25	21	371	251	519	89	493	40	208	240	256	925	441	282	548	846	897
10773	76	138	137	165	38	56	106	213	20	134	40	152	1742	1003	1872	847	324	841	1742	889	916	1088	351	172	41	95	236	114	172	25	22	400	274	540	93	515	41	224	256	274	963	455	290	565	867	911
10774	22	131	133	152	38	50	98	197	17	121	37	141	1690	971	1813	805	304	823	1650	548	560	704	329	164	40	93	223	112	165	22	22	374	258	515	89	499	38	216	239	272	930	441	281	344	842	813
10775	57	130	126	158	37	54	93	196	19	126	41	144	1661	978	1808	803	304	793	1638	641	621	870	337	163	40	91	208	112	162	24	20	368	268	529	87	496	39	214	233	268	931	431	283	501	845	867
10776	73	132	134	167	39	59	104	211	20	130	41	151	1758	1000	1861	838	311	824	1722	885	910	1068	353	168	41	92	229	115	174	25	21	395	268	535	93	506	40	221	258	273	955	451	281	550	857	885
10777	74	135	135	169	38	57	98	206	19	132	41	153	1765	1003	1874	838	307	830	1699	882	918	1082	350	165	41	92	227	115	174	25	21	392	269	524	90	507	37	221	259	274	949	445	284	550	846	882
10778	74	134	135	162	36	56	96	207	19	128	38	148	1739	1001	1840	826	301	810	1692	877	897	1066	342	159	41	91	224	110	171	25	21	388	262	518	89	498	40	216	258	267	942	443	281	546	833	874
10779	73	134	131	168	39	56	99	208	19	128	40	152	1760	1000	1864	823	304	822	1714	881	912	1082	343	167	40	93	226	112	174	25	20	385	262	525	90	495	41	218	249	268	948	446	282	545	839	870
10780	73	135	132	169	39	58	100	213	19	129	42	153	1775	1008	1880	832	307	834	1731	890	908	1069	344	165	41	92	222	116	170	25	21	394	266	529	91	497	41	222	256	269	948	451	279	543	841	870
10781	75	132	131	167	36	59	100	209	19	129	43	151	1738	999	1854	832	309	821	1687	875	910	1054	341	165	41	93	225	114	169	24	21	388	265	522	90	490	40	219	254	268	935	445	273	532	825	858
10782	74	131	134	166	40	57	99	213	20	128	41	150	1753	995	1870	828	306	814	1707	879	905	1063	342	162	42	87	221	112	169	24	21	380	262	520	88	488	40	215	247	268	938	448	275	536	821	857
10783	73	132	133	166	40	60	98	214	20	127	42	150	1753	996	1879	827	306	827	1703	874	899	1052	333	161	41	92	220	113	168	24	21	390	265	525	87	488	39	217	251	267	940	438	276	534	828	860
10784	72	127	131	167	38	58	95	211	19	126	40	148	1722	986	1842	827	309	818	1682	875	893	1051	341	163	39	92	219	109	171	26	20	379	263	517	88	483	41	216	254	267	930	437	270	534	827	850
10785	73	129	131	168	39	58	93	211	20	129	41	148	1697	973	1833	816	298	817	1670	840	875	1026	338	157	40	89	219	110	168	24	21	378	261	515	85	480	39	214	249	263	915	436	269	525	816	835
10786	73	131	128	166	40	58	96	210	18	131	42	146	1712	980	1854	819	304	815	1702	859	874	1039	335	160	41	93	216	111	168	26	21	385	261	512	85	484	39	213	244	263	916	440	268	530	813	835
10787	72	130	129	167	40	60	97	211	19	128	43	147	1753	994	1861	823	302	827	1703	858	896	1058	339	164	41	93	218	109	169	26	21	390	266	511	89	479	40	213	255	265	929	446	271	529	816	833
10788	73	130	126	168	40	58	99	214	19	128	44	148	1737	990	1863	825	302	827	1711	865	895	1055	341	163	41	92	214	109	169	26	21	387	267	515	89	481	40	215	249	264	924	444	271	530	819	841
10789	73	130	128	166	40	60	97	212	19	128	43	147	1734	986	1832	818	301	819	1680	852	883	1042	337	161	41	92	214	110	170	26	21	382	264	511	87	479	40	212	250	266	921	442	270	526	808	829
